sample_id,hive_id,device_id,timestamp,hive_age_days,days_since_last_harvest,cycle_progress,scenario_type,season,weather_state,temp,humidity,mq2_value,mq3_value,mq5_value,mq135_value,maturity_index,stress_index,readiness_score,readiness_level,out_of_distribution_case,threshold_warning_count,critical_stress_flag
BH-EAR-008-027,HIVE-008,ESP32-1008,2026-02-17T10:00:00,42,21,0.1479,early_stage_healthy,wet,post_rain,28.04,83.65,79,99,171,198,0.1265,0.0618,0.156,not_ready,False,1,False
BH-EAR-008-028,HIVE-008,ESP32-1008,2026-02-17T16:00:00,42,14,0.1456,early_stage_healthy,wet,humid_rain,28.07,84.88,88,105,167,205,0.1345,0.0671,0.1604,not_ready,False,1,False
BH-EAR-008-029,HIVE-008,ESP32-1008,2026-02-17T22:00:00,42,17,0.1467,early_stage_healthy,wet,storm_front,27.29,85.24,86,109,174,209,0.1568,0.0538,0.1864,not_ready,False,1,False
BH-EAR-008-030,HIVE-008,ESP32-1008,2026-02-18T04:00:00,43,19,0.1603,early_stage_healthy,wet,storm_front,27.34,86.2,92,112,165,213,0.1625,0.0548,0.192,not_ready,False,1,False
BH-EAR-008-031,HIVE-008,ESP32-1008,2026-02-18T10:00:00,43,14,0.1487,early_stage_healthy,wet,storm_front,27.52,85.24,86,114,159,209,0.1636,0.0373,0.2023,not_ready,False,1,False
BH-EAR-008-032,HIVE-008,ESP32-1008,2026-02-18T16:00:00,43,20,0.1463,early_stage_healthy,wet,post_rain,27.45,84.33,83,103,158,205,0.1344,0.0159,0.1886,not_ready,False,1,False
BH-EAR-008-033,HIVE-008,ESP32-1008,2026-02-18T22:00:00,43,17,0.1467,early_stage_healthy,wet,storm_front,27.06,85.21,94,111,163,205,0.1147,0.047,0.1535,not_ready,False,1,False
BH-EAR-008-034,HIVE-008,ESP32-1008,2026-02-19T04:00:00,43,17,0.1609,early_stage_healthy,wet,storm_front,27.02,85.38,89,113,177,206,0.1751,0.0551,0.2033,not_ready,False,1,False
BH-EAR-008-035,HIVE-008,ESP32-1008,2026-02-19T10:00:00,44,20,0.1526,early_stage_healthy,wet,storm_front,26.66,86.61,87,111,172,211,0.1759,0.0822,0.1881,not_ready,False,1,False
BH-EAR-008-036,HIVE-008,ESP32-1008,2026-02-19T16:00:00,44,14,0.1656,early_stage_healthy,wet,humid_rain,26.96,85.4,89,111,164,207,0.1341,0.0501,0.1691,not_ready,False,1,False
BH-EAR-008-037,HIVE-008,ESP32-1008,2026-02-19T22:00:00,44,13,0.1665,early_stage_healthy,wet,humid_rain,27.32,85.56,91,104,169,211,0.1728,0.0836,0.185,not_ready,False,1,False
BH-EAR-008-038,HIVE-008,ESP32-1008,2026-02-20T04:00:00,44,15,0.1755,early_stage_healthy,wet,humid_rain,27.88,84.87,86,112,173,211,0.1746,0.059,0.1994,not_ready,False,1,False
BH-EAR-008-039,HIVE-008,ESP32-1008,2026-02-20T10:00:00,44,19,0.1637,early_stage_healthy,wet,humid_rain,28.08,84.95,79,112,156,209,0.1213,0.0721,0.1462,not_ready,False,1,False
BH-EAR-008-040,HIVE-008,ESP32-1008,2026-02-20T16:00:00,45,14,0.1804,early_stage_healthy,wet,humid_rain,28.56,85.07,86,122,160,197,0.1502,0.0786,0.1674,not_ready,False,1,False
BH-EAR-008-041,HIVE-008,ESP32-1008,2026-02-20T22:00:00,45,20,0.1856,early_stage_healthy,wet,humid_rain,28.3,84.65,86,125,168,200,0.1767,0.0593,0.202,not_ready,False,1,False
BH-EAR-008-042,HIVE-008,ESP32-1008,2026-02-21T04:00:00,45,16,0.1757,early_stage_healthy,wet,humid_rain,27.55,84.93,88,120,166,209,0.1603,0.0707,0.1803,not_ready,False,1,False
BH-EAR-008-043,HIVE-008,ESP32-1008,2026-02-21T10:00:00,45,20,0.1815,early_stage_healthy,wet,humid_rain,27.55,84.22,89,115,167,207,0.1892,0.0683,0.2084,not_ready,False,1,False
BH-EAR-008-044,HIVE-008,ESP32-1008,2026-02-21T16:00:00,45,21,0.1756,early_stage_healthy,wet,humid_rain,27.68,84.26,84,113,171,203,0.1838,0.0184,0.2311,not_ready,False,1,False
BH-EAR-008-045,HIVE-008,ESP32-1008,2026-02-21T22:00:00,46,15,0.177,early_stage_healthy,wet,humid_rain,27.96,85.21,81,112,175,206,0.1267,0.0379,0.1695,not_ready,False,1,False
BH-EAR-008-046,HIVE-008,ESP32-1008,2026-02-22T04:00:00,46,23,0.1691,early_stage_healthy,wet,humid_rain,28.15,85.08,80,112,167,205,0.173,0.0428,0.2081,not_ready,False,1,False
BH-EAR-008-047,HIVE-008,ESP32-1008,2026-02-22T10:00:00,46,19,0.1743,early_stage_healthy,wet,post_rain,28.63,84.94,82,118,169,196,0.1242,0.0575,0.1564,not_ready,False,1,False
BH-EAR-008-048,HIVE-008,ESP32-1008,2026-02-22T16:00:00,46,24,0.1932,early_stage_healthy,wet,post_rain,28.86,84.36,77,106,171,209,0.1522,0.0608,0.1792,not_ready,False,1,False
BH-EAR-008-049,HIVE-008,ESP32-1008,2026-02-22T22:00:00,46,25,0.2127,early_stage_healthy,wet,post_rain,28.71,84.21,77,107,165,203,0.2014,0.0105,0.2509,not_ready,False,1,False
BH-EAR-008-050,HIVE-008,ESP32-1008,2026-02-23T04:00:00,47,19,0.2121,early_stage_healthy,wet,post_rain,28.52,83.53,78,105,165,216,0.178,0.0356,0.2161,not_ready,False,1,False
BH-EAR-008-051,HIVE-008,ESP32-1008,2026-02-23T10:00:00,47,23,0.2041,early_stage_healthy,wet,post_rain,28.47,83.45,75,101,163,199,0.1684,0.0075,0.2235,not_ready,False,1,False
BH-EAR-008-052,HIVE-008,ESP32-1008,2026-02-23T16:00:00,47,18,0.1927,early_stage_healthy,wet,storm_front,27.41,84.34,82,109,165,208,0.1833,0.0691,0.2003,not_ready,False,1,False
BH-EAR-008-053,HIVE-008,ESP32-1008,2026-02-23T22:00:00,47,25,0.2176,early_stage_healthy,wet,storm_front,27.56,85.2,84,110,172,221,0.168,0.0459,0.2016,not_ready,False,1,False
BH-EAR-008-054,HIVE-008,ESP32-1008,2026-02-24T04:00:00,47,20,0.1943,early_stage_healthy,wet,cloudy_stable,28.2,83.15,77,105,170,213,0.1619,0.0184,0.2098,not_ready,False,1,False
BH-EAR-008-055,HIVE-008,ESP32-1008,2026-02-24T10:00:00,48,20,0.1984,early_stage_healthy,wet,cloudy_stable,28.43,81.94,71,100,164,204,0.1634,0.0,0.2224,not_ready,False,1,False
BH-EAR-008-056,HIVE-008,ESP32-1008,2026-02-24T16:00:00,48,27,0.2058,early_stage_healthy,wet,cloudy_stable,28.32,81.75,74,96,153,198,0.153,0.028,0.1986,not_ready,False,1,False
BH-EAR-008-057,HIVE-008,ESP32-1008,2026-02-24T22:00:00,48,24,0.2032,early_stage_healthy,wet,cloudy_stable,28.16,80.29,75,103,158,189,0.1693,0.0,0.2277,not_ready,False,1,False
BH-EAR-008-058,HIVE-008,ESP32-1008,2026-02-25T04:00:00,48,19,0.2082,early_stage_healthy,wet,cloudy_stable,28.69,80.3,79,108,165,196,0.1828,0.0,0.2394,not_ready,False,1,False
BH-EAR-008-059,HIVE-008,ESP32-1008,2026-02-25T10:00:00,48,18,0.2321,early_stage_healthy,wet,humid_rain,28.19,82.67,84,110,166,195,0.201,0.0467,0.2289,not_ready,False,1,False
BH-EAR-008-060,HIVE-008,ESP32-1008,2026-02-25T16:00:00,48,25,0.2117,early_stage_healthy,wet,cloudy_stable,28.51,81.33,79,104,162,195,0.1449,0.0,0.206,not_ready,False,1,False
BH-EAR-008-061,HIVE-008,ESP32-1008,2026-02-25T22:00:00,49,19,0.2125,early_stage_healthy,wet,storm_front,27.88,84.38,85,117,175,211,0.1836,0.0686,0.2004,not_ready,False,1,False
BH-EAR-008-062,HIVE-008,ESP32-1008,2026-02-26T04:00:00,49,26,0.2276,early_stage_healthy,wet,storm_front,27.69,84.49,88,113,173,216,0.2026,0.0221,0.2455,not_ready,False,1,False
BH-EAR-008-063,HIVE-008,ESP32-1008,2026-02-26T10:00:00,49,19,0.2057,early_stage_healthy,wet,humid_rain,27.77,84.86,86,115,168,226,0.1771,0.0448,0.2106,not_ready,False,1,False
BH-EAR-008-065,HIVE-008,ESP32-1008,2026-02-26T22:00:00,49,18,0.2202,early_stage_healthy,wet,humid_rain,29.76,89.28,68,105,151,277,0.1314,0.2912,0.0,not_ready,False,1,True
BH-EAR-008-066,HIVE-008,ESP32-1008,2026-02-27T04:00:00,49,24,0.2036,early_stage_healthy,wet,humid_rain,28.9,88.08,75,110,153,233,0.1676,0.2067,0.0509,not_ready,False,1,True
BH-EAR-008-067,HIVE-008,ESP32-1008,2026-02-27T10:00:00,49,19,0.2109,early_stage_healthy,wet,humid_rain,28.12,86.43,83,114,160,220,0.1575,0.0585,0.1836,not_ready,False,1,False
BH-EAR-008-068,HIVE-008,ESP32-1008,2026-02-27T16:00:00,49,25,0.2158,early_stage_healthy,wet,humid_rain,27.95,85.77,88,112,172,213,0.1584,0.0817,0.1735,not_ready,False,1,False
BH-EAR-008-069,HIVE-008,ESP32-1008,2026-02-27T22:00:00,50,23,0.2063,early_stage_healthy,wet,humid_rain,27.98,86.4,88,117,187,210,0.2028,0.0956,0.2051,not_ready,False,1,False
BH-EAR-008-070,HIVE-008,ESP32-1008,2026-02-28T04:00:00,50,23,0.222,early_stage_healthy,wet,storm_front,27.68,87.08,93,110,187,204,0.1959,0.0591,0.2186,not_ready,False,1,False
BH-EAR-008-071,HIVE-008,ESP32-1008,2026-02-28T10:00:00,50,27,0.2284,early_stage_healthy,wet,storm_front,27.4,86.77,94,121,185,216,0.1808,0.093,0.1869,not_ready,False,1,False
BH-EAR-008-072,HIVE-008,ESP32-1008,2026-02-28T16:00:00,50,28,0.2165,early_stage_healthy,wet,storm_front,26.97,86.64,92,112,175,214,0.1849,0.0922,0.1906,not_ready,False,1,False
BH-EAR-008-073,HIVE-008,ESP32-1008,2026-02-28T22:00:00,50,22,0.2146,early_stage_healthy,wet,storm_front,27.25,87.38,92,117,178,204,0.1763,0.1192,0.1685,not_ready,False,1,False
BH-EAR-008-074,HIVE-008,ESP32-1008,2026-03-01T04:00:00,50,28,0.2222,early_stage_healthy,wet,storm_front,26.89,87.85,95,118,175,209,0.1987,0.105,0.196,not_ready,False,1,False
BH-EAR-008-075,HIVE-008,ESP32-1008,2026-03-01T10:00:00,50,20,0.2435,early_stage_healthy,wet,storm_front,27.09,87.64,92,119,172,214,0.2249,0.0961,0.2244,not_ready,False,1,False
BH-EAR-008-076,HIVE-008,ESP32-1008,2026-03-01T16:00:00,50,26,0.2495,early_stage_healthy,wet,storm_front,27.23,86.57,96,118,170,217,0.2185,0.095,0.2191,not_ready,False,1,False
BH-EAR-008-077,HIVE-008,ESP32-1008,2026-03-01T22:00:00,50,26,0.2488,early_stage_healthy,wet,humid_rain,27.45,85.39,96,115,167,213,0.1836,0.0444,0.216,not_ready,False,1,False
BH-EAR-008-078,HIVE-008,ESP32-1008,2026-03-02T04:00:00,50,23,0.224,early_stage_healthy,wet,humid_rain,27.77,85.42,88,111,176,223,0.1551,0.0437,0.1913,not_ready,False,1,False
BH-EAR-008-079,HIVE-008,ESP32-1008,2026-03-02T10:00:00,50,28,0.2273,early_stage_healthy,wet,cloudy_stable,28.33,83.24,80,107,158,202,0.188,0.0531,0.2134,not_ready,False,1,False
BH-EAR-009-000,HIVE-009,ESP32-1009,2026-02-09T20:00:00,28,14,0.2612,early_stage_healthy,wet,humid_rain,29.17,68.99,68,89,154,182,0.2084,0.0,0.2613,not_ready,False,0,False
BH-EAR-009-001,HIVE-009,ESP32-1009,2026-02-10T02:00:00,28,14,0.2596,early_stage_healthy,wet,humid_rain,29.05,72.09,76,103,171,199,0.1964,0.0,0.2503,not_ready,False,0,False
BH-EAR-009-002,HIVE-009,ESP32-1009,2026-02-10T08:00:00,28,9,0.2426,early_stage_healthy,wet,humid_rain,29.25,73.12,79,103,181,206,0.1756,0.0,0.2333,not_ready,False,0,False
BH-EAR-009-003,HIVE-009,ESP32-1009,2026-02-10T14:00:00,28,14,0.2472,early_stage_healthy,wet,humid_rain,29.2,74.86,86,109,181,209,0.2048,0.0,0.259,not_ready,False,0,False
BH-EAR-009-004,HIVE-009,ESP32-1009,2026-02-10T20:00:00,28,12,0.2427,early_stage_healthy,wet,humid_rain,29.43,75.07,86,118,176,208,0.1737,0.0,0.232,not_ready,False,0,False
BH-EAR-009-005,HIVE-009,ESP32-1009,2026-02-11T02:00:00,28,14,0.2743,early_stage_healthy,wet,humid_rain,28.88,74.6,88,114,179,211,0.1907,0.0,0.2463,not_ready,False,0,False
BH-EAR-009-006,HIVE-009,ESP32-1009,2026-02-11T08:00:00,29,15,0.2545,early_stage_healthy,wet,humid_rain,28.84,74.84,84,105,168,210,0.2016,0.0,0.2568,not_ready,False,0,False
BH-EAR-009-007,HIVE-009,ESP32-1009,2026-02-11T14:00:00,29,15,0.2707,early_stage_healthy,wet,humid_rain,28.45,77.11,79,107,180,206,0.1884,0.0,0.2436,not_ready,False,0,False
BH-EAR-009-008,HIVE-009,ESP32-1009,2026-02-11T20:00:00,29,10,0.259,early_stage_healthy,wet,humid_rain,28.41,78.2,79,113,181,209,0.1744,0.0,0.2327,not_ready,False,0,False
BH-EAR-009-009,HIVE-009,ESP32-1009,2026-02-12T02:00:00,29,9,0.2484,early_stage_healthy,wet,humid_rain,28.33,77.88,83,115,183,204,0.1914,0.0,0.2479,not_ready,False,0,False
BH-EAR-009-010,HIVE-009,ESP32-1009,2026-02-12T08:00:00,29,15,0.253,early_stage_healthy,wet,post_rain,28.06,78.54,82,116,190,198,0.1982,0.0,0.2533,not_ready,False,0,False
BH-EAR-009-011,HIVE-009,ESP32-1009,2026-02-12T14:00:00,30,16,0.2721,early_stage_healthy,wet,post_rain,27.76,78.56,77,113,191,221,0.1784,0.0,0.2359,not_ready,False,0,False
BH-EAR-009-012,HIVE-009,ESP32-1009,2026-02-12T20:00:00,30,13,0.2606,early_stage_healthy,wet,post_rain,28.63,75.6,82,107,178,206,0.1371,0.0,0.197,not_ready,False,0,False
BH-EAR-009-013,HIVE-009,ESP32-1009,2026-02-13T02:00:00,30,13,0.2642,early_stage_healthy,wet,storm_front,28.41,76.88,84,111,187,202,0.2087,0.0,0.2624,not_ready,False,0,False
BH-EAR-009-014,HIVE-009,ESP32-1009,2026-02-13T08:00:00,31,17,0.2562,early_stage_healthy,wet,storm_front,28.49,76.36,80,109,175,192,0.1901,0.0,0.2465,not_ready,False,0,False
BH-EAR-009-015,HIVE-009,ESP32-1009,2026-02-13T14:00:00,31,14,0.2922,early_stage_healthy,wet,storm_front,28.63,76.47,85,110,179,197,0.1868,0.0,0.2438,not_ready,False,0,False
BH-EAR-009-016,HIVE-009,ESP32-1009,2026-02-13T20:00:00,32,16,0.2957,early_stage_healthy,wet,humid_rain,28.97,77.15,78,117,183,193,0.2352,0.0,0.2856,not_ready,False,0,False
BH-EAR-009-017,HIVE-009,ESP32-1009,2026-02-14T02:00:00,32,17,0.2736,early_stage_healthy,wet,humid_rain,29.43,77.76,80,125,190,196,0.2136,0.0,0.2664,not_ready,False,0,False
BH-EAR-009-018,HIVE-009,ESP32-1009,2026-02-14T08:00:00,32,16,0.2819,early_stage_healthy,wet,humid_rain,29.43,78.8,82,118,185,199,0.1989,0.0,0.2543,not_ready,False,0,False
BH-EAR-009-019,HIVE-009,ESP32-1009,2026-02-14T14:00:00,33,19,0.2946,early_stage_healthy,wet,humid_rain,28.84,77.84,83,118,171,208,0.1994,0.0,0.2536,not_ready,False,0,False
BH-EAR-009-020,HIVE-009,ESP32-1009,2026-02-14T20:00:00,33,19,0.2895,early_stage_healthy,wet,humid_rain,28.37,76.03,76,121,176,188,0.1855,0.0,0.241,not_ready,False,0,False
BH-EAR-009-021,HIVE-009,ESP32-1009,2026-02-15T02:00:00,34,20,0.2817,early_stage_healthy,wet,humid_rain,28.57,75.24,78,116,167,206,0.1706,0.0,0.2289,not_ready,False,0,False
BH-EAR-009-022,HIVE-009,ESP32-1009,2026-02-15T08:00:00,34,17,0.3165,early_stage_healthy,wet,storm_front,28.15,75.17,85,117,185,205,0.1891,0.0,0.2452,not_ready,False,0,False
BH-EAR-009-023,HIVE-009,ESP32-1009,2026-02-15T14:00:00,35,21,0.2875,early_stage_healthy,wet,storm_front,27.76,74.79,85,119,190,199,0.2126,0.0,0.266,not_ready,False,0,False
BH-EAR-009-024,HIVE-009,ESP32-1009,2026-02-15T20:00:00,36,22,0.326,early_stage_healthy,wet,cloudy_stable,28.52,73.32,79,114,175,191,0.2498,0.0,0.2971,not_ready,False,0,False
BH-EAR-009-025,HIVE-009,ESP32-1009,2026-02-16T02:00:00,36,22,0.3236,early_stage_healthy,wet,cloudy_stable,29.0,71.83,73,107,171,184,0.2365,0.0,0.286,not_ready,False,0,False
BH-EAR-009-026,HIVE-009,ESP32-1009,2026-02-16T08:00:00,37,18,0.3121,early_stage_healthy,wet,storm_front,28.68,74.62,74,119,183,204,0.1869,0.0,0.2419,not_ready,False,0,False
BH-EAR-009-027,HIVE-009,ESP32-1009,2026-02-16T14:00:00,37,22,0.3376,early_stage_healthy,wet,storm_front,28.36,74.73,85,128,189,214,0.2576,0.0,0.3054,not_ready,False,0,False
BH-EAR-009-028,HIVE-009,ESP32-1009,2026-02-16T20:00:00,38,19,0.3402,early_stage_healthy,wet,humid_rain,28.36,75.66,90,117,186,225,0.263,0.0,0.3106,not_ready,False,0,False
BH-EAR-009-029,HIVE-009,ESP32-1009,2026-02-17T02:00:00,38,24,0.3119,early_stage_healthy,wet,humid_rain,28.61,76.69,88,121,186,223,0.1969,0.0,0.2521,not_ready,False,0,False
BH-EAR-009-030,HIVE-009,ESP32-1009,2026-02-17T08:00:00,39,23,0.3345,early_stage_healthy,wet,humid_rain,29.03,77.61,91,116,182,221,0.2302,0.0,0.281,not_ready,False,0,False
BH-EAR-009-031,HIVE-009,ESP32-1009,2026-02-17T14:00:00,40,26,0.3339,early_stage_healthy,wet,humid_rain,29.51,77.45,87,117,187,201,0.245,0.0,0.2942,not_ready,False,0,False
BH-EAR-009-032,HIVE-009,ESP32-1009,2026-02-17T20:00:00,40,22,0.357,early_stage_healthy,wet,humid_rain,29.55,77.57,87,117,192,207,0.2721,0.0,0.3192,not_ready,False,0,False
BH-EAR-009-033,HIVE-009,ESP32-1009,2026-02-18T02:00:00,41,27,0.3279,early_stage_healthy,wet,humid_rain,29.23,75.75,80,118,186,196,0.2268,0.0,0.2778,not_ready,False,0,False
BH-EAR-009-034,HIVE-009,ESP32-1009,2026-02-18T08:00:00,41,27,0.3406,early_stage_healthy,wet,humid_rain,29.13,76.36,83,117,175,187,0.2107,0.0,0.2647,not_ready,False,0,False
BH-EAR-009-035,HIVE-009,ESP32-1009,2026-02-18T14:00:00,42,28,0.3417,early_stage_healthy,wet,humid_rain,28.95,76.2,78,103,178,192,0.2252,0.0,0.2773,not_ready,False,0,False
BH-EAR-009-036,HIVE-009,ESP32-1009,2026-02-18T20:00:00,43,28,0.3728,early_stage_healthy,wet,humid_rain,29.07,76.05,80,107,169,207,0.2481,0.0,0.2976,not_ready,False,0,False
BH-EAR-009-037,HIVE-009,ESP32-1009,2026-02-19T02:00:00,43,29,0.3489,early_stage_healthy,wet,humid_rain,28.68,76.47,93,122,174,212,0.2494,0.0,0.2978,not_ready,False,0,False
BH-EAR-009-038,HIVE-009,ESP32-1009,2026-02-19T08:00:00,44,30,0.3789,early_stage_healthy,wet,humid_rain,28.39,76.35,92,124,177,218,0.2885,0.0,0.3331,not_ready,False,0,False
BH-EAR-009-039,HIVE-009,ESP32-1009,2026-02-19T14:00:00,45,25,0.3869,early_stage_healthy,wet,humid_rain,28.39,75.95,85,119,184,214,0.2481,0.0,0.2978,not_ready,False,0,False
BH-EAR-009-040,HIVE-009,ESP32-1009,2026-02-19T20:00:00,45,30,0.3657,early_stage_healthy,wet,humid_rain,28.51,76.19,85,116,183,200,0.2606,0.0,0.3088,not_ready,False,0,False
BH-EAR-009-041,HIVE-009,ESP32-1009,2026-02-20T02:00:00,46,32,0.3673,early_stage_healthy,wet,storm_front,28.24,76.9,81,117,184,198,0.2635,0.0,0.3109,not_ready,False,0,False
BH-EAR-009-042,HIVE-009,ESP32-1009,2026-02-20T08:00:00,47,29,0.3729,early_stage_healthy,wet,storm_front,27.93,76.71,73,114,180,202,0.2703,0.0,0.3169,not_ready,False,0,False
BH-EAR-009-043,HIVE-009,ESP32-1009,2026-02-20T14:00:00,47,33,0.3846,early_stage_healthy,wet,storm_front,27.77,76.4,78,109,177,208,0.2459,0.0,0.2956,not_ready,False,0,False
BH-EAR-009-044,HIVE-009,ESP32-1009,2026-02-20T20:00:00,48,32,0.3933,early_stage_healthy,wet,storm_front,27.48,75.79,76,113,190,206,0.2565,0.0,0.3045,not_ready,False,0,False
BH-EAR-009-045,HIVE-009,ESP32-1009,2026-02-21T02:00:00,49,32,0.413,early_stage_healthy,wet,storm_front,27.66,76.24,78,112,189,200,0.3123,0.0,0.3541,approaching,False,0,False
BH-EAR-009-046,HIVE-009,ESP32-1009,2026-02-21T08:00:00,49,29,0.4037,early_stage_healthy,wet,storm_front,27.94,75.81,81,113,180,202,0.261,0.0,0.3087,not_ready,False,0,False
BH-EAR-009-047,HIVE-009,ESP32-1009,2026-02-21T14:00:00,50,35,0.4211,early_stage_healthy,wet,storm_front,27.8,76.84,84,117,179,191,0.2857,0.0,0.3304,not_ready,False,0,False
BH-EAR-009-048,HIVE-009,ESP32-1009,2026-02-21T20:00:00,50,36,0.3999,early_stage_healthy,wet,storm_front,27.85,76.53,81,114,182,201,0.2469,0.0,0.2967,not_ready,False,0,False
BH-EAR-009-049,HIVE-009,ESP32-1009,2026-02-22T02:00:00,51,37,0.4269,early_stage_healthy,wet,post_rain,28.02,76.33,79,110,179,205,0.3027,0.0,0.3457,not_ready,False,0,False
BH-EAR-009-050,HIVE-009,ESP32-1009,2026-02-22T08:00:00,52,38,0.4043,early_stage_healthy,wet,post_rain,28.11,75.48,85,104,181,198,0.2649,0.0,0.3122,not_ready,False,0,False
BH-EAR-009-051,HIVE-009,ESP32-1009,2026-02-22T14:00:00,52,33,0.4112,early_stage_healthy,wet,post_rain,28.27,74.84,84,117,180,200,0.2932,0.0,0.3371,not_ready,False,0,False
BH-EAR-009-052,HIVE-009,ESP32-1009,2026-02-22T20:00:00,53,35,0.4321,early_stage_healthy,wet,post_rain,28.42,74.76,73,110,181,193,0.2689,0.0,0.3159,not_ready,False,0,False
BH-EAR-009-053,HIVE-009,ESP32-1009,2026-02-23T02:00:00,53,39,0.4239,early_stage_healthy,wet,post_rain,28.93,74.58,75,108,182,202,0.2874,0.0,0.3317,not_ready,False,0,False
BH-EAR-009-054,HIVE-009,ESP32-1009,2026-02-23T08:00:00,54,37,0.4378,early_stage_healthy,wet,post_rain,29.03,74.48,81,113,183,197,0.279,0.0,0.325,not_ready,False,0,False
BH-EAR-009-055,HIVE-009,ESP32-1009,2026-02-23T14:00:00,54,39,0.4312,early_stage_healthy,wet,storm_front,28.95,75.9,84,114,171,214,0.2735,0.0,0.3195,not_ready,False,0,False
BH-EAR-009-056,HIVE-009,ESP32-1009,2026-02-23T20:00:00,55,41,0.4563,early_stage_healthy,wet,storm_front,28.46,75.16,82,115,175,209,0.3074,0.0,0.349,not_ready,False,0,False
BH-EAR-009-057,HIVE-009,ESP32-1009,2026-02-24T02:00:00,56,42,0.4578,early_stage_healthy,wet,storm_front,27.83,76.38,80,113,183,209,0.3352,0.0,0.3729,approaching,False,0,False
BH-EAR-009-058,HIVE-009,ESP32-1009,2026-02-24T08:00:00,56,36,0.4705,early_stage_healthy,wet,storm_front,28.16,76.92,86,115,184,207,0.2886,0.0,0.3329,not_ready,False,0,False
BH-EAR-009-059,HIVE-009,ESP32-1009,2026-02-24T14:00:00,57,40,0.4563,early_stage_healthy,wet,storm_front,28.05,76.55,81,111,182,202,0.3361,0.0,0.3751,approaching,False,0,False
BH-EAR-009-060,HIVE-009,ESP32-1009,2026-02-24T20:00:00,57,43,0.4617,early_stage_healthy,wet,storm_front,28.01,76.42,86,119,184,208,0.3421,0.0,0.3806,approaching,False,0,False
BH-EAR-009-061,HIVE-009,ESP32-1009,2026-02-25T02:00:00,58,40,0.4704,early_stage_healthy,wet,storm_front,28.07,76.14,80,126,175,205,0.2958,0.0,0.3397,not_ready,False,0,False
BH-EAR-009-062,HIVE-009,ESP32-1009,2026-02-25T08:00:00,58,40,0.4743,early_stage_healthy,wet,storm_front,28.42,75.48,85,116,181,212,0.3427,0.0,0.3801,approaching,False,0,False
BH-EAR-009-063,HIVE-009,ESP32-1009,2026-02-25T14:00:00,58,42,0.453,early_stage_healthy,wet,storm_front,28.1,76.02,93,111,182,207,0.341,0.0,0.3788,approaching,False,0,False
BH-EAR-009-064,HIVE-009,ESP32-1009,2026-02-25T20:00:00,59,45,0.4736,early_stage_healthy,wet,humid_rain,28.55,76.72,93,111,166,206,0.3455,0.0,0.3826,approaching,False,0,False
BH-EAR-009-066,HIVE-009,ESP32-1009,2026-02-26T08:00:00,60,42,0.4809,early_stage_healthy,wet,cloudy_stable,28.86,68.93,97,126,224,192,0.2969,0.0,0.3386,not_ready,False,0,False
BH-EAR-009-067,HIVE-009,ESP32-1009,2026-02-26T14:00:00,60,45,0.4652,early_stage_healthy,wet,post_rain,29.15,71.28,94,123,207,201,0.3466,0.0,0.3829,approaching,False,0,False
BH-EAR-009-068,HIVE-009,ESP32-1009,2026-02-26T20:00:00,60,44,0.4848,early_stage_healthy,wet,post_rain,29.52,73.85,90,123,195,209,0.3144,0.0,0.3544,approaching,False,0,False
BH-EAR-009-069,HIVE-009,ESP32-1009,2026-02-27T02:00:00,61,42,0.5025,early_stage_healthy,wet,post_rain,29.24,74.5,85,122,187,208,0.358,0.0,0.394,approaching,False,0,False
BH-EAR-009-070,HIVE-009,ESP32-1009,2026-02-27T08:00:00,61,42,0.4678,early_stage_healthy,wet,post_rain,29.04,74.99,89,114,188,215,0.3013,0.0,0.3442,not_ready,False,0,False
BH-EAR-009-071,HIVE-009,ESP32-1009,2026-02-27T14:00:00,61,47,0.5006,early_stage_healthy,wet,post_rain,29.0,75.04,88,114,173,201,0.3366,0.0,0.3757,approaching,False,0,False
BH-EAR-009-072,HIVE-009,ESP32-1009,2026-02-27T20:00:00,61,46,0.5079,early_stage_healthy,wet,post_rain,29.11,74.3,79,115,168,193,0.3804,0.0,0.4138,approaching,False,0,False
BH-EAR-009-073,HIVE-009,ESP32-1009,2026-02-28T02:00:00,61,45,0.4905,early_stage_healthy,wet,humid_rain,28.87,74.98,69,119,172,211,0.3185,0.0,0.3589,approaching,False,0,False
BH-EAR-009-074,HIVE-009,ESP32-1009,2026-02-28T08:00:00,62,48,0.5017,early_stage_healthy,wet,storm_front,28.44,75.09,80,111,177,214,0.3367,0.0,0.375,approaching,False,0,False
BH-EAR-009-075,HIVE-009,ESP32-1009,2026-02-28T14:00:00,62,43,0.5014,early_stage_healthy,wet,post_rain,28.78,73.92,81,114,178,205,0.3192,0.0,0.3595,approaching,False,0,False
BH-EAR-009-076,HIVE-009,ESP32-1009,2026-02-28T20:00:00,62,48,0.4909,early_stage_healthy,wet,post_rain,29.34,73.44,74,115,180,197,0.3613,0.0,0.3964,approaching,False,0,False
BH-EAR-009-077,HIVE-009,ESP32-1009,2026-03-01T02:00:00,62,48,0.4966,early_stage_healthy,wet,post_rain,29.22,73.89,73,113,181,204,0.3731,0.0,0.4077,approaching,False,0,False
BH-EAR-009-078,HIVE-009,ESP32-1009,2026-03-01T08:00:00,62,43,0.5025,early_stage_healthy,wet,post_rain,29.02,73.74,79,111,186,197,0.3671,0.0,0.4023,approaching,False,0,False
