mq2_value,mq3_value,mq5_value,mq135_value,temp,humidity,label
144,148,197,282,30.33,72.85,ready
148,119,209,268,30.36,70.29,ready
92,82,153,177,31.15,69.72,not_ready
91,83,159,182,30.93,66.41,not_ready
95,120,179,259,31.83,64.36,approaching
137,121,173,262,28.95,68.67,nearly_ready
189,177,232,302,38.03,58.76,approaching
120,143,208,234,33.27,65.96,nearly_ready
175,158,250,291,29.56,65.95,ready
49,72,107,201,28.58,70.02,not_ready
193,206,297,310,32.42,77.44,approaching
150,140,232,258,31.67,65.62,ready
150,150,273,333,30.84,93.12,approaching
81,73,158,215,31.02,69.71,approaching
159,182,242,268,30.63,60.14,ready
174,191,253,274,33.48,57.75,ready
166,151,241,278,27.75,93.98,approaching
130,119,206,280,31.1,67.81,ready
161,185,242,286,30.69,63.72,ready
171,161,254,278,27.71,93.77,approaching
137,103,239,331,29.69,77.8,nearly_ready
137,118,237,288,29.4,72.5,nearly_ready
81,113,180,202,27.94,75.81,not_ready
134,96,190,239,31.0,73.05,approaching
171,137,237,286,30.19,63.61,ready
127,121,156,254,29.8,66.79,nearly_ready
90,89,122,213,28.23,76.69,not_ready
132,113,197,249,31.04,71.46,nearly_ready
93,108,162,210,27.82,84.78,not_ready
170,134,228,255,31.55,54.35,ready
126,91,164,185,28.74,77.28,not_ready
90,91,125,215,27.58,82.37,not_ready
152,182,253,292,29.8,64.93,ready
120,166,214,261,32.0,81.94,nearly_ready
135,110,189,211,31.93,67.7,nearly_ready
117,91,192,254,33.33,64.15,nearly_ready
179,196,293,293,32.21,85.38,not_ready
129,151,229,250,33.34,63.96,nearly_ready
147,135,212,276,31.33,73.0,nearly_ready
118,165,226,275,32.13,83.75,nearly_ready
134,159,238,238,33.21,66.76,nearly_ready
147,131,230,252,34.61,54.88,nearly_ready
212,139,287,264,36.83,72.93,not_ready
179,199,267,297,30.23,66.53,ready
49,78,113,204,29.37,71.17,not_ready
206,188,306,290,28.61,76.63,approaching
121,143,213,225,33.19,65.55,nearly_ready
197,193,197,362,33.19,77.63,not_ready
145,143,244,273,30.41,59.83,ready
125,159,234,233,33.97,63.6,nearly_ready
194,184,196,341,33.05,76.34,not_ready
131,184,255,298,38.35,70.43,approaching
196,113,266,282,35.11,78.28,not_ready
160,158,238,267,32.11,64.69,ready
120,100,181,233,31.6,67.54,nearly_ready
95,90,131,217,27.64,81.96,not_ready
150,139,235,264,32.32,63.14,ready
103,111,191,255,31.97,74.15,nearly_ready
142,129,220,250,34.13,56.14,nearly_ready
80,118,186,196,29.23,75.75,not_ready
133,117,227,286,30.26,67.95,nearly_ready
159,190,257,290,31.18,63.15,ready
135,123,176,265,29.38,72.2,nearly_ready
175,157,250,263,32.0,59.19,ready
186,189,225,251,31.18,79.64,approaching
141,166,222,266,33.68,68.17,nearly_ready
162,140,246,283,30.04,64.88,ready
172,140,245,282,30.27,64.62,ready
146,178,242,277,30.32,60.65,ready
147,137,200,285,31.23,71.49,ready
170,144,253,274,33.59,50.49,ready
75,101,163,199,28.47,83.45,not_ready
206,173,307,293,28.17,74.25,approaching
141,176,247,284,36.76,73.49,approaching
103,136,188,268,31.48,63.59,approaching
142,181,244,285,30.4,61.68,ready
106,109,170,253,31.32,70.54,nearly_ready
150,149,195,295,30.7,72.1,nearly_ready
138,132,213,241,34.11,55.47,nearly_ready
149,134,185,258,28.21,68.76,nearly_ready
202,227,301,301,33.85,73.69,not_ready
131,117,225,275,29.71,70.4,nearly_ready
142,158,240,259,34.75,64.1,nearly_ready
101,83,118,218,28.06,79.84,not_ready
233,206,300,375,31.89,79.86,approaching
127,95,193,294,34.05,62.53,approaching
120,155,218,273,32.15,80.84,nearly_ready
141,128,222,243,34.53,55.33,nearly_ready
154,150,214,300,30.79,69.89,ready
120,87,184,247,33.85,64.29,nearly_ready
133,124,204,309,32.56,91.12,approaching
180,210,273,316,32.53,72.39,approaching
127,174,214,254,32.68,82.27,nearly_ready
184,148,269,265,34.22,49.94,nearly_ready
164,189,252,295,31.01,67.6,ready
90,83,158,157,30.69,70.19,not_ready
166,154,253,272,31.45,67.16,ready
225,216,292,378,28.57,81.71,approaching
49,69,113,197,28.89,72.7,not_ready
89,113,178,209,27.84,77.64,not_ready
171,157,249,272,30.91,70.38,ready
153,147,250,266,32.71,60.39,ready
79,84,159,217,29.16,72.42,approaching
102,78,147,166,27.89,73.36,not_ready
161,170,229,267,31.07,81.74,nearly_ready
117,79,176,260,33.16,65.65,nearly_ready
131,118,222,280,29.74,72.74,nearly_ready
86,113,161,212,28.02,75.96,not_ready
98,109,155,229,29.4,63.99,approaching
83,103,158,205,27.45,84.33,not_ready
149,136,208,282,31.0,71.31,ready
195,217,308,307,35.14,84.52,not_ready
114,115,188,227,32.55,69.59,approaching
79,110,179,205,28.02,76.33,not_ready
208,119,281,297,34.12,86.64,not_ready
180,227,302,335,31.56,78.85,approaching
155,149,254,283,30.51,64.5,ready
118,87,154,193,28.06,78.35,not_ready
173,174,223,306,30.83,88.3,approaching
190,163,237,286,37.07,58.45,approaching
159,185,244,289,30.28,63.84,ready
84,76,156,172,32.06,69.66,not_ready
94,115,186,245,29.68,68.48,approaching
149,141,211,253,32.33,58.26,nearly_ready
139,122,233,237,30.68,64.94,nearly_ready
126,104,166,230,33.99,58.56,approaching
146,139,229,247,31.59,63.96,ready
148,173,253,283,36.91,72.99,approaching
140,149,260,309,30.63,93.94,approaching
98,91,121,213,28.05,81.85,not_ready
165,185,243,269,31.84,62.1,ready
161,191,258,295,38.46,60.0,approaching
187,150,294,263,27.54,72.39,approaching
137,128,302,285,36.6,73.12,not_ready
161,150,225,256,33.4,56.54,nearly_ready
134,152,213,252,32.57,67.75,ready
126,175,231,263,33.33,70.26,approaching
140,127,245,280,36.81,58.83,not_ready
133,99,192,248,31.42,68.98,approaching
149,155,236,253,32.73,53.66,nearly_ready
55,62,111,199,28.51,71.61,not_ready
145,155,233,262,31.2,59.16,ready
175,188,283,276,32.26,83.77,not_ready
101,115,181,258,31.54,72.21,nearly_ready
132,101,195,253,31.26,73.65,approaching
119,88,190,284,33.95,63.01,nearly_ready
159,189,257,291,31.16,61.77,ready
152,126,225,242,33.95,55.96,nearly_ready
139,125,310,283,34.05,60.39,approaching
147,159,219,301,34.74,51.61,ready
138,119,238,267,29.74,71.73,nearly_ready
206,219,265,359,32.27,71.44,approaching
143,113,232,296,29.74,69.88,nearly_ready
149,137,247,276,32.2,62.68,ready
161,154,240,270,30.59,71.51,ready
168,144,252,278,29.41,67.02,ready
120,83,157,191,27.54,78.23,not_ready
152,165,238,261,35.17,63.4,nearly_ready
108,106,138,228,27.82,77.64,not_ready
161,181,228,278,37.83,62.7,approaching
174,146,250,283,34.2,50.64,nearly_ready
121,94,185,240,32.21,76.39,approaching
130,154,216,246,34.17,63.58,nearly_ready
175,145,251,292,28.92,69.23,ready
232,213,307,340,31.67,77.41,not_ready
187,107,259,238,33.96,80.72,approaching
156,180,240,261,31.32,61.08,ready
84,114,171,214,28.95,75.9,not_ready
152,147,205,279,30.76,74.22,ready
164,173,242,256,31.74,61.06,ready
132,153,219,236,34.07,63.5,nearly_ready
98,160,209,258,35.47,60.83,approaching
90,100,135,210,28.26,79.24,not_ready
138,146,227,242,33.93,63.54,nearly_ready
138,132,240,290,29.61,73.2,ready
232,207,305,333,31.68,77.48,not_ready
89,87,123,203,28.23,78.02,not_ready
78,77,118,191,29.09,72.39,not_ready
90,119,165,223,28.06,76.41,not_ready
210,216,309,325,35.63,87.8,not_ready
129,120,153,253,29.36,67.83,nearly_ready
146,136,225,251,30.37,67.55,ready
83,109,166,212,28.36,77.82,not_ready
123,182,283,269,37.88,75.06,approaching
172,168,213,267,31.95,80.45,approaching
185,183,228,264,32.89,75.42,approaching
158,184,249,262,31.53,57.98,ready
133,180,222,283,31.68,90.07,approaching
59,74,126,211,27.72,74.77,not_ready
145,148,218,256,31.95,58.95,nearly_ready
92,121,171,237,30.07,66.15,nearly_ready
143,141,213,249,32.5,57.52,nearly_ready
201,199,241,276,31.46,89.84,not_ready
113,117,179,227,33.08,69.61,nearly_ready
183,195,195,348,32.39,87.94,not_ready
120,104,270,260,33.1,64.47,approaching
119,77,156,185,26.62,80.13,not_ready
129,112,195,236,31.75,67.46,nearly_ready
144,119,207,281,30.91,68.9,nearly_ready
150,149,229,262,33.34,55.17,nearly_ready
154,150,232,274,33.99,56.22,nearly_ready
134,170,248,252,37.48,72.6,approaching
87,119,178,264,31.13,65.5,approaching
140,153,251,267,30.39,60.11,ready
134,129,183,276,31.11,67.98,ready
106,111,192,262,32.98,73.11,nearly_ready
165,166,229,314,30.52,85.48,nearly_ready
139,148,242,265,30.89,58.28,ready
152,133,217,249,31.24,62.26,ready
153,158,238,263,33.13,53.42,nearly_ready
140,121,219,277,31.13,66.54,nearly_ready
144,138,222,261,28.78,87.36,nearly_ready
141,127,247,279,29.89,67.98,ready
123,151,221,257,34.42,63.4,nearly_ready
105,106,174,235,31.64,66.9,approaching
166,116,236,241,31.8,55.31,nearly_ready
81,111,172,203,27.55,84.33,not_ready
85,125,180,251,30.71,65.33,approaching
146,128,218,274,31.22,70.45,ready
83,118,171,208,28.84,77.84,not_ready
200,231,279,357,31.6,74.0,approaching
121,125,180,236,33.67,70.06,nearly_ready
147,181,275,349,31.27,92.07,approaching
144,146,220,250,31.93,58.71,nearly_ready
121,95,189,225,31.73,66.11,nearly_ready
161,148,238,250,32.67,60.91,ready
111,72,140,174,27.69,75.53,not_ready
97,95,123,214,27.47,78.98,not_ready
198,184,247,297,38.49,54.41,approaching
155,124,218,232,30.95,61.64,ready
146,127,218,277,30.94,75.12,ready
96,91,166,183,30.83,70.57,not_ready
171,149,250,272,30.86,69.8,ready
139,161,235,252,33.77,68.62,nearly_ready
89,113,167,240,29.95,63.85,approaching
179,150,258,277,34.09,49.48,ready
103,107,132,220,28.63,80.32,not_ready
58,79,115,206,29.96,71.53,not_ready
164,195,279,365,31.86,91.7,approaching
143,120,217,280,30.69,73.47,ready
129,198,234,357,33.63,64.62,approaching
133,112,178,215,33.1,66.54,approaching
82,116,190,198,28.06,78.54,not_ready
176,140,247,258,29.1,68.18,ready
143,127,231,241,33.16,59.07,nearly_ready
153,151,201,276,30.0,72.4,ready
166,145,243,263,32.74,63.73,ready
169,155,240,265,32.14,59.8,ready
190,118,272,263,33.68,81.44,not_ready
148,160,228,303,34.6,51.16,nearly_ready
145,117,201,238,33.43,57.55,nearly_ready
135,192,250,294,36.62,70.09,not_ready
151,180,239,280,30.69,60.51,ready
91,92,118,214,28.18,77.63,not_ready
138,127,180,274,31.16,68.24,ready
168,131,226,253,31.91,64.83,ready
186,182,165,343,32.94,73.97,not_ready
227,238,290,360,32.35,74.04,approaching
96,103,180,202,32.34,71.7,approaching
155,183,234,283,37.4,63.66,approaching
170,196,255,288,32.8,62.0,ready
84,111,166,217,28.35,77.56,not_ready
204,228,279,366,31.56,73.39,approaching
125,102,186,210,32.19,66.65,nearly_ready
138,163,234,252,33.53,68.99,nearly_ready
102,93,127,222,27.7,79.98,not_ready
196,185,233,296,34.33,87.28,not_ready
164,197,261,296,31.38,62.88,ready
71,89,135,212,28.66,70.47,not_ready
138,150,225,260,31.96,54.52,nearly_ready
214,203,247,288,33.29,89.83,not_ready
128,108,225,278,29.93,68.69,nearly_ready
175,144,241,264,31.87,61.2,ready
146,126,290,295,32.07,67.21,nearly_ready
151,138,243,269,32.33,62.45,ready
239,207,309,377,30.96,78.17,approaching
147,145,198,281,30.54,72.81,ready
190,94,255,232,33.58,78.71,approaching
174,140,244,277,29.89,66.4,ready
68,75,145,214,29.62,71.83,not_ready
147,173,228,336,30.25,92.51,approaching
81,105,160,225,30.06,62.65,approaching
141,131,242,284,30.0,71.39,nearly_ready
125,188,244,350,32.88,68.47,approaching
78,105,165,216,28.52,83.53,not_ready
187,163,234,303,37.47,58.68,approaching
143,199,267,283,36.0,70.57,not_ready
124,150,222,242,33.23,65.79,nearly_ready
182,210,282,306,31.83,79.82,approaching
155,143,209,297,31.58,70.52,ready
139,123,180,258,28.57,68.95,nearly_ready
146,149,227,265,32.74,53.42,nearly_ready
141,142,256,271,30.75,60.03,ready
136,188,251,365,35.05,60.1,not_ready
150,140,221,267,33.27,56.41,nearly_ready
80,108,148,228,30.34,61.86,approaching
115,158,223,252,35.31,59.47,approaching
86,114,159,209,27.52,85.24,not_ready
180,213,265,312,31.82,79.17,approaching
155,128,294,281,36.16,54.06,not_ready
154,135,238,260,31.52,63.93,ready
144,152,234,254,31.53,60.49,ready
107,113,191,265,32.13,76.64,nearly_ready
114,115,183,222,32.25,72.09,approaching
203,200,317,356,31.66,79.84,approaching
97,77,152,162,31.2,66.19,not_ready
178,182,285,277,33.03,81.4,not_ready
121,151,211,250,33.35,64.2,nearly_ready
112,116,191,231,30.97,70.72,approaching
133,170,220,292,32.3,90.67,approaching
119,92,189,255,33.36,64.2,nearly_ready
141,125,203,239,33.46,56.74,nearly_ready
164,189,253,297,30.96,64.24,ready
118,100,194,231,32.39,65.05,nearly_ready
152,177,223,316,30.22,89.48,approaching
191,156,226,319,37.52,58.7,approaching
153,134,218,306,31.28,75.83,ready
140,138,217,260,32.26,58.28,nearly_ready
85,116,183,267,30.27,67.78,approaching
127,110,158,235,30.24,65.4,nearly_ready
96,83,129,213,27.37,81.63,not_ready
142,130,227,259,35.9,56.68,approaching
158,109,234,304,30.02,66.86,ready
138,172,247,245,34.88,63.02,nearly_ready
150,188,256,287,36.3,57.92,not_ready
171,196,259,280,32.87,64.62,ready
143,107,195,241,31.16,72.43,nearly_ready
151,145,251,281,31.0,61.31,ready
150,158,230,295,34.84,50.72,nearly_ready
100,74,151,167,31.04,69.75,not_ready
204,217,205,361,35.41,71.77,not_ready
147,158,209,297,33.3,54.65,ready
191,196,247,300,35.08,83.58,not_ready
129,104,187,219,31.96,67.3,nearly_ready
119,172,222,258,34.51,67.34,approaching
138,177,241,290,32.19,62.48,nearly_ready
128,162,220,288,32.86,87.36,nearly_ready
159,140,253,269,32.76,62.57,ready
115,141,210,232,32.95,64.49,nearly_ready
159,135,221,247,31.36,62.45,ready
175,203,255,271,32.02,55.83,ready
91,79,154,156,32.18,67.83,not_ready
141,126,230,284,29.66,73.22,nearly_ready
156,134,230,257,29.75,69.56,nearly_ready
187,207,302,292,33.74,81.44,not_ready
163,187,259,291,32.44,73.94,approaching
162,185,256,293,30.81,65.0,ready
127,117,228,271,30.4,69.82,nearly_ready
170,181,225,306,30.51,86.42,nearly_ready
155,146,298,309,33.81,72.33,approaching
105,79,142,187,27.74,76.75,not_ready
90,87,125,222,28.47,77.8,not_ready
86,122,160,197,28.56,85.07,not_ready
79,115,168,193,29.11,74.3,approaching
157,182,248,263,31.4,59.55,ready
136,119,229,280,30.21,69.93,nearly_ready
90,96,118,215,27.81,78.01,not_ready
120,101,188,214,32.38,67.85,approaching
166,186,251,305,30.07,66.61,ready
145,153,239,255,31.24,59.87,nearly_ready
99,110,178,256,31.93,73.72,nearly_ready
136,142,227,296,32.12,91.72,approaching
101,92,130,211,27.56,81.42,not_ready
146,145,212,260,31.54,54.59,ready
150,152,208,281,30.54,75.33,nearly_ready
207,163,279,260,28.9,69.04,nearly_ready
123,142,209,242,32.97,62.57,nearly_ready
192,197,310,309,31.78,87.05,not_ready
78,105,149,188,29.39,71.16,not_ready
181,151,250,279,32.06,68.24,ready
175,156,249,278,32.92,49.82,ready
179,148,260,294,29.58,68.47,ready
150,138,233,269,32.52,64.15,ready
121,144,198,240,33.45,64.24,nearly_ready
136,119,207,268,30.68,68.48,ready
161,140,233,264,30.76,60.91,ready
165,149,225,274,32.32,64.32,ready
187,200,295,281,33.27,82.66,not_ready
157,177,243,268,31.81,59.87,ready
92,111,192,258,30.76,74.12,nearly_ready
135,125,211,252,33.78,56.57,nearly_ready
126,93,167,193,28.68,79.59,not_ready
137,130,215,292,30.13,73.96,ready
144,208,295,347,36.49,60.8,approaching
89,80,152,163,31.25,67.97,not_ready
133,159,230,256,33.98,63.96,nearly_ready
85,116,165,205,28.47,74.17,not_ready
228,241,303,379,32.82,73.26,approaching
150,150,209,289,30.55,74.93,ready
131,125,290,277,32.38,66.41,nearly_ready
140,184,253,299,38.14,73.3,approaching
122,93,156,196,27.51,79.48,not_ready
155,180,244,275,31.12,61.47,ready
73,110,181,193,28.42,74.76,not_ready
49,72,112,196,28.95,71.44,not_ready
131,124,217,268,31.37,68.95,nearly_ready
158,175,246,260,31.31,61.52,ready
148,155,224,259,32.6,52.54,nearly_ready
82,118,169,196,28.63,84.94,not_ready
167,181,252,306,29.91,66.84,ready
161,155,245,279,28.0,94.32,approaching
121,166,217,252,32.56,80.94,nearly_ready
94,89,124,219,28.3,77.34,not_ready
97,117,169,205,27.84,76.7,not_ready
152,192,234,264,37.27,61.85,approaching
148,201,265,366,32.93,68.77,approaching
123,110,185,236,33.7,57.07,approaching
169,148,248,274,30.97,70.42,ready
117,85,175,261,33.53,63.71,nearly_ready
118,90,189,256,33.54,63.92,nearly_ready
153,129,237,250,33.85,55.94,nearly_ready
127,141,256,237,32.73,63.7,nearly_ready
153,180,243,271,31.01,60.94,ready
50,68,113,188,28.83,71.84,not_ready
86,115,168,226,27.77,84.86,not_ready
147,109,208,242,32.4,68.61,nearly_ready
181,146,229,320,37.95,58.82,approaching
227,202,297,375,31.29,77.83,approaching
184,181,239,266,31.86,79.54,nearly_ready
144,191,260,296,35.79,67.58,not_ready
129,148,219,253,34.19,62.88,nearly_ready
125,108,173,207,32.45,67.22,approaching
132,179,255,278,35.9,58.36,not_ready
96,77,159,172,30.66,73.54,not_ready
95,104,175,220,31.89,67.03,approaching
137,128,224,295,30.32,76.95,nearly_ready
179,168,233,289,29.08,93.39,approaching
102,91,126,202,27.7,82.49,not_ready
164,190,253,294,30.85,63.86,ready
138,178,255,268,37.07,71.22,approaching
142,121,212,252,34.24,57.56,nearly_ready
146,133,226,302,32.19,74.7,ready
147,123,246,280,29.77,73.07,nearly_ready
173,204,266,302,32.18,77.78,approaching
189,120,280,272,32.97,81.41,not_ready
174,170,225,264,33.66,77.66,approaching
145,130,216,234,30.8,60.83,ready
185,210,293,296,29.93,86.64,not_ready
216,218,264,312,35.6,86.47,not_ready
103,78,141,159,27.82,73.26,not_ready
95,100,133,214,27.93,82.66,not_ready
163,138,236,249,31.72,63.3,ready
129,131,206,301,31.54,94.66,approaching
188,183,189,341,32.28,83.95,not_ready
153,186,246,279,37.12,60.9,approaching
175,139,256,277,30.35,59.84,ready
152,145,240,267,32.25,62.53,ready
169,175,252,260,31.8,60.48,ready
98,80,152,175,30.91,66.3,not_ready
183,143,256,284,34.18,48.79,nearly_ready
123,112,160,244,30.28,63.21,approaching
158,182,258,287,31.58,60.64,ready
129,113,214,266,30.0,67.02,nearly_ready
89,86,145,237,28.47,76.01,approaching
159,124,228,249,31.21,54.68,ready
98,113,179,270,32.06,70.45,nearly_ready
142,201,259,379,36.66,59.7,not_ready
145,139,197,274,30.84,70.55,ready
67,72,141,206,29.62,68.84,not_ready
175,145,254,288,34.14,48.84,ready
133,110,180,234,34.11,61.89,approaching
162,192,281,349,30.29,93.97,approaching
139,112,229,275,30.16,68.9,nearly_ready
141,170,243,268,35.47,61.86,approaching
109,104,136,209,28.5,76.5,not_ready
144,183,235,280,32.43,93.12,approaching
137,124,217,282,31.22,66.11,nearly_ready
93,86,121,211,27.97,81.93,not_ready
146,123,213,250,34.55,55.01,approaching
158,148,204,293,30.42,74.95,ready
135,122,209,273,31.11,68.04,nearly_ready
147,130,244,283,29.98,66.83,nearly_ready
204,227,270,354,31.48,75.77,approaching
227,196,305,380,31.31,76.96,approaching
139,137,219,251,31.47,55.78,ready
143,150,217,302,33.48,52.82,ready
145,205,287,356,36.73,64.02,approaching
144,146,227,254,31.3,55.89,ready
194,218,262,343,32.3,71.41,approaching
154,140,229,250,31.35,63.2,ready
197,197,172,328,33.79,74.6,not_ready
147,123,286,281,35.78,72.51,not_ready
149,152,245,274,29.7,64.02,ready
165,188,253,285,31.95,62.53,ready
169,145,238,278,30.49,68.72,ready
143,143,216,296,34.21,51.03,ready
167,154,240,263,31.2,66.38,ready
113,121,205,280,30.16,81.47,approaching
122,148,209,246,33.34,62.1,nearly_ready
212,161,309,289,30.49,64.12,approaching
162,136,221,248,35.25,51.38,approaching
144,157,215,285,33.56,52.84,ready
130,149,227,251,34.47,63.44,nearly_ready
118,118,183,236,32.91,67.04,approaching
90,96,131,208,28.01,78.76,not_ready
142,148,226,244,33.93,62.78,nearly_ready
162,138,231,271,30.49,61.47,ready
194,157,255,326,38.43,62.25,approaching
159,184,231,255,31.42,60.5,ready
89,121,173,252,31.03,66.2,approaching
139,125,220,280,31.0,67.48,nearly_ready
168,144,247,258,30.74,66.33,ready
95,108,184,253,31.44,73.71,approaching
161,175,239,263,31.33,60.12,ready
141,167,218,277,32.15,87.3,nearly_ready
150,197,252,293,35.66,67.79,not_ready
196,220,292,370,32.34,71.91,approaching
130,158,232,248,32.86,68.05,nearly_ready
215,232,297,375,31.69,76.03,approaching
119,164,226,268,32.74,83.5,nearly_ready
149,161,239,268,32.92,53.58,nearly_ready
144,143,251,272,30.18,61.98,ready
153,144,229,255,31.78,62.73,ready
114,169,238,250,36.23,59.36,not_ready
166,144,219,242,30.73,69.22,ready
145,155,218,296,32.82,52.41,ready
132,121,174,252,28.98,70.97,approaching
167,141,223,283,30.58,68.76,ready
82,115,175,209,28.46,75.16,not_ready
101,83,128,216,27.41,81.54,not_ready
79,73,152,171,31.74,66.47,not_ready
80,117,146,189,28.55,83.2,not_ready
168,133,231,260,31.52,63.13,ready
142,125,218,244,33.61,56.15,nearly_ready
90,109,167,213,28.04,77.67,not_ready
146,146,221,261,32.83,56.03,nearly_ready
114,80,144,170,27.52,77.84,not_ready
148,133,241,298,29.45,68.5,nearly_ready
71,108,167,200,28.28,81.49,not_ready
158,139,223,243,31.46,62.7,ready
87,117,192,207,29.55,77.57,not_ready
158,139,231,262,32.31,60.58,ready
76,103,154,193,29.05,71.69,not_ready
115,111,160,235,30.44,64.55,nearly_ready
93,112,172,227,27.3,78.29,not_ready
135,153,237,244,34.08,62.84,nearly_ready
166,195,264,271,33.7,58.45,ready
146,134,196,282,31.02,69.92,ready
76,90,162,220,28.82,74.98,approaching
154,150,225,257,33.02,58.57,nearly_ready
128,108,186,240,30.87,72.96,approaching
151,129,227,250,35.08,53.62,nearly_ready
131,126,213,276,30.86,70.95,ready
94,113,174,229,29.94,62.39,approaching
89,112,169,240,30.51,66.42,approaching
135,117,228,280,30.33,68.19,nearly_ready
121,91,194,252,34.11,64.52,nearly_ready
163,141,241,261,30.41,61.71,ready
181,140,253,293,33.6,47.89,nearly_ready
166,185,253,292,30.12,68.01,ready
168,197,257,275,33.43,59.03,ready
170,191,258,297,29.8,68.13,ready
200,209,296,325,31.91,78.16,approaching
164,185,242,283,30.95,61.66,ready
173,128,242,287,29.83,66.18,ready
182,190,296,284,31.21,84.3,not_ready
127,102,199,212,32.2,66.87,nearly_ready
174,190,260,273,33.41,57.64,ready
185,182,317,359,31.7,80.21,approaching
179,145,255,270,33.62,50.43,ready
161,179,246,277,30.8,60.44,ready
145,156,244,265,32.72,55.4,ready
133,112,165,222,33.04,60.44,approaching
87,131,183,255,30.56,67.63,approaching
144,154,254,292,33.07,56.64,nearly_ready
90,75,109,192,28.22,75.44,not_ready
94,97,131,213,27.99,79.01,not_ready
217,146,297,284,35.89,84.59,not_ready
164,187,246,302,29.92,67.31,ready
180,151,235,313,37.22,60.64,approaching
129,125,186,254,29.49,71.5,approaching
118,86,176,262,34.31,62.39,approaching
151,128,236,242,30.73,66.9,ready
130,97,181,214,32.57,66.81,approaching
174,148,249,247,32.18,60.51,nearly_ready
154,141,204,280,30.9,73.29,ready
163,143,233,254,31.71,61.96,ready
167,196,250,262,32.69,57.1,ready
120,130,188,234,33.93,70.39,nearly_ready
137,124,234,277,29.53,72.29,nearly_ready
102,119,178,263,31.57,71.12,nearly_ready
184,220,297,284,31.39,89.36,not_ready
90,112,155,212,28.75,74.12,not_ready
96,116,168,226,27.93,78.08,not_ready
88,102,137,215,27.88,78.93,not_ready
164,139,244,270,30.42,62.83,ready
146,164,217,296,34.81,51.08,ready
86,109,174,209,27.29,85.24,not_ready
141,143,227,274,32.1,53.52,nearly_ready
170,134,239,270,32.58,51.41,ready
128,137,218,302,32.83,94.97,approaching
145,132,251,267,32.69,61.96,ready
167,179,231,351,29.53,95.0,approaching
80,83,156,209,28.06,78.4,not_ready
159,162,241,318,35.29,51.82,nearly_ready
145,142,266,318,31.18,87.99,approaching
152,136,199,290,30.65,70.9,ready
101,166,227,272,35.4,61.49,approaching
116,144,215,240,32.61,66.08,nearly_ready
90,107,165,238,29.83,64.73,approaching
146,125,220,287,30.93,74.45,ready
165,189,249,289,30.61,64.69,ready
150,149,229,262,33.42,62.11,nearly_ready
150,135,234,255,35.26,52.97,approaching
139,95,191,212,32.88,65.57,approaching
142,150,228,257,31.47,58.28,ready
86,92,128,225,28.15,77.64,not_ready
120,92,180,198,30.78,70.99,approaching
170,172,234,315,30.33,89.54,approaching
115,84,145,186,26.85,79.18,not_ready
159,183,239,280,38.08,61.52,approaching
165,129,243,277,30.83,60.18,ready
190,178,238,292,38.27,55.11,approaching
106,68,138,170,27.87,73.45,not_ready
125,155,219,272,32.45,83.4,nearly_ready
171,200,311,295,31.66,89.48,not_ready
95,104,171,222,31.35,69.45,approaching
45,73,105,202,28.66,70.11,not_ready
132,154,222,245,33.73,63.94,nearly_ready
103,87,126,227,27.46,82.62,not_ready
165,142,230,271,30.34,68.97,ready
69,76,115,201,28.33,75.8,not_ready
132,149,219,241,34.13,63.67,nearly_ready
157,164,242,281,32.88,53.28,nearly_ready
152,121,216,287,30.44,75.11,nearly_ready
136,198,252,362,32.86,69.72,nearly_ready
92,120,174,214,27.94,77.6,not_ready
70,73,137,202,29.62,71.58,not_ready
48,75,109,197,28.25,72.21,not_ready
105,83,174,184,30.67,72.87,not_ready
98,96,129,216,28.61,78.13,not_ready
110,102,183,263,31.27,74.51,nearly_ready
121,188,239,347,32.82,65.72,approaching
93,98,137,209,27.73,79.47,not_ready
131,140,218,253,32.75,67.51,nearly_ready
170,143,250,278,29.96,65.03,ready
87,94,137,208,28.44,78.12,not_ready
85,117,175,211,27.88,84.38,not_ready
95,75,166,178,31.15,69.74,not_ready
147,133,221,297,32.23,73.41,ready
93,91,157,171,30.5,73.0,not_ready
192,212,298,302,34.32,73.85,not_ready
115,117,178,239,31.04,73.53,approaching
83,100,130,198,28.28,76.31,not_ready
206,243,286,377,31.39,77.83,approaching
166,162,264,294,30.55,69.82,ready
148,145,246,262,32.08,65.59,ready
117,91,161,184,26.83,80.02,not_ready
195,205,291,286,32.34,87.88,not_ready
78,90,151,203,28.94,70.7,not_ready
138,152,204,265,31.53,55.25,ready
170,157,259,279,31.94,71.11,ready
139,123,285,279,36.08,72.11,not_ready
146,176,235,259,31.39,61.41,ready
133,120,205,262,30.82,70.3,ready
144,127,224,247,34.62,56.3,approaching
62,80,134,207,29.27,69.25,not_ready
96,96,125,219,28.07,81.27,not_ready
121,152,222,254,32.67,66.08,ready
169,129,245,275,30.3,64.48,ready
113,90,141,191,26.86,80.56,not_ready
159,175,257,353,29.98,94.95,approaching
153,134,247,266,32.61,62.29,ready
156,177,238,346,30.37,94.6,approaching
94,119,173,230,27.4,81.23,not_ready
150,157,236,268,32.6,55.58,ready
158,134,228,246,31.52,65.06,nearly_ready
137,146,214,251,31.11,55.4,ready
119,135,209,231,32.75,65.82,ready
88,114,173,201,29.0,75.04,approaching
178,190,250,340,30.92,94.06,approaching
127,161,224,268,32.48,84.21,nearly_ready
88,120,166,209,27.55,84.93,not_ready
