sample_id,hive_id,device_id,timestamp,hive_age_days,days_since_last_harvest,cycle_progress,scenario_type,season,weather_state,temp,humidity,mq2_value,mq3_value,mq5_value,mq135_value,maturity_index,stress_index,readiness_score,readiness_level,out_of_distribution_case,threshold_warning_count,critical_stress_flag
BH-LAT-036-020,HIVE-036,ESP32-1036,2026-04-01T16:00:00,116,16,0.8448,late_stage_ready,dry,midday_heat,33.82,48.35,184,146,259,281,0.8964,0.2593,0.7249,nearly_ready,False,2,False
BH-LAT-030-031,HIVE-030,ESP32-1030,2026-04-23T06:00:00,137,21,0.9653,late_stage_ready,inter_monsoon,stable_clear,31.51,61.61,159,156,262,285,1.0,0.0,0.9591,ready,False,1,False
BH-LAT-034-035,HIVE-034,ESP32-1034,2026-04-06T02:00:00,137,18,0.883,late_stage_ready,dry,midday_heat,34.75,50.58,152,163,225,295,0.986,0.2435,0.813,ready,False,1,False
BH-EAR-005-023,HIVE-005,ESP32-1005,2026-04-29T18:00:00,59,22,0.2343,early_stage_healthy,inter_monsoon,cloudy_stable,28.54,74.46,62,76,112,212,0.2144,0.0,0.2659,not_ready,False,0,False
BH-ENV-061-089,HIVE-061,ESP32-1061,2026-01-29T06:00:00,136,28,0.8396,environmentally_unstable,dry,midday_heat,31.07,87.06,196,207,239,295,0.8,0.5486,0.4213,approaching,False,3,True
BH-MID-017-013,HIVE-017,ESP32-1017,2026-02-24T02:00:00,86,17,0.4172,mid_stage_stable,inter_monsoon,stable_clear,32.03,63.94,124,95,178,231,0.515,0.0,0.5328,approaching,False,0,False
BH-LAT-021-069,HIVE-021,ESP32-1021,2026-01-24T18:00:00,110,33,0.78,late_stage_nearly_ready,inter_monsoon,post_rain,29.99,70.86,140,125,231,282,0.8041,0.0,0.786,nearly_ready,False,0,False
BH-LAT-024-007,HIVE-024,ESP32-1024,2026-04-15T22:00:00,82,10,0.6467,late_stage_nearly_ready,dry,midday_heat,34.92,54.49,148,129,228,268,0.7134,0.27,0.5586,approaching,False,1,False
BH-EAR-007-022,HIVE-007,ESP32-1007,2026-03-16T00:00:00,45,16,0.3632,early_stage_healthy,inter_monsoon,humid_rain,27.69,76.55,81,79,149,221,0.2515,0.0,0.2983,not_ready,False,0,False
BH-LAT-037-021,HIVE-037,ESP32-1037,2026-04-06T14:00:00,140,18,0.868,late_stage_ready,inter_monsoon,humid_rain,29.39,68.13,160,186,244,284,0.9942,0.0,0.9531,ready,False,1,False
BH-LAT-029-033,HIVE-029,ESP32-1029,2026-02-26T06:00:00,102,16,0.6208,late_stage_nearly_ready,dry,midday_heat,33.33,54.96,149,159,237,258,0.7184,0.1012,0.6557,nearly_ready,False,0,False
BH-EAR-007-020,HIVE-007,ESP32-1007,2026-03-15T12:00:00,44,14,0.3583,early_stage_healthy,inter_monsoon,stable_clear,29.24,69.98,65,76,138,207,0.2674,0.0,0.3135,not_ready,False,0,False
BH-LAT-023-000,HIVE-023,ESP32-1023,2026-01-27T00:00:00,108,15,0.7863,late_stage_nearly_ready,inter_monsoon,humid_rain,30.1,66.99,148,135,218,243,0.7961,0.0,0.7786,nearly_ready,False,0,False
BH-LAT-035-014,HIVE-035,ESP32-1035,2026-01-19T12:00:00,98,14,0.8628,late_stage_ready,inter_monsoon,stable_clear,31.76,59.8,162,142,220,264,0.88,0.0,0.8536,ready,False,0,False
BH-EAR-001-078,HIVE-001,ESP32-1001,2026-02-16T16:00:00,67,36,0.3898,early_stage_healthy,wet,humid_rain,28.54,75.79,91,113,177,204,0.3072,0.0,0.349,not_ready,False,0,False
BH-LAT-030-073,HIVE-030,ESP32-1030,2026-05-03T18:00:00,159,41,0.9972,late_stage_ready,inter_monsoon,humid_rain,30.7,66.14,166,162,261,282,1.0,0.0,0.9574,ready,False,1,False
BH-LAT-037-042,HIVE-037,ESP32-1037,2026-04-11T20:00:00,150,23,0.9262,late_stage_ready,inter_monsoon,stable_clear,31.07,64.24,167,197,248,302,1.0,0.0,0.9566,ready,False,1,False
BH-LAT-030-059,HIVE-030,ESP32-1030,2026-04-30T06:00:00,153,38,1.0,late_stage_ready,inter_monsoon,post_rain,30.42,70.01,159,158,257,288,1.0,0.0,0.9594,ready,False,0,False
BH-MID-011-077,HIVE-011,ESP32-1011,2026-04-25T18:00:00,117,47,0.7826,mid_stage_stable,dry,stable_clear,33.48,62.77,113,83,182,267,0.6849,0.0173,0.6724,nearly_ready,False,0,False
BH-MID-010-043,HIVE-010,ESP32-1010,2026-02-13T06:00:00,101,34,0.6685,mid_stage_stable,inter_monsoon,humid_rain,31.42,77.87,102,129,185,256,0.5971,0.0,0.6035,nearly_ready,False,0,False
BH-EAR-001-010,HIVE-001,ESP32-1001,2026-01-30T16:00:00,40,15,0.2277,early_stage_healthy,wet,cloudy_stable,28.87,74.98,78,106,164,222,0.1755,0.0,0.2326,not_ready,False,0,False
BH-LAT-024-019,HIVE-024,ESP32-1024,2026-04-18T22:00:00,85,15,0.6581,late_stage_nearly_ready,dry,midday_heat,35.24,55.9,144,133,227,240,0.6985,0.2651,0.5479,approaching,False,1,False
BH-ENV-062-001,HIVE-062,ESP32-1062,2026-03-18T10:00:00,82,9,0.7996,environmentally_unstable,inter_monsoon,stable_clear,34.94,55.51,131,186,249,280,0.6859,0.4903,0.4105,approaching,False,2,False
BH-EAR-001-067,HIVE-001,ESP32-1001,2026-02-13T22:00:00,65,34,0.368,early_stage_healthy,wet,cloudy_stable,28.87,72.37,79,115,152,200,0.296,0.0,0.3399,not_ready,False,0,False
BH-ENV-060-061,HIVE-060,ESP32-1060,2026-04-26T18:00:00,140,36,0.7338,environmentally_unstable,inter_monsoon,midday_heat,35.62,74.75,183,102,246,243,0.7643,0.6175,0.3489,not_ready,False,2,True
BH-EAR-006-032,HIVE-006,ESP32-1006,2026-02-17T00:00:00,25,11,0.2265,early_stage_healthy,wet,humid_rain,29.19,77.77,95,99,120,203,0.1853,0.0,0.2412,not_ready,False,0,False
BH-LAT-027-091,HIVE-027,ESP32-1027,2026-04-30T10:00:00,151,48,0.938,late_stage_nearly_ready,inter_monsoon,post_rain,31.31,75.65,157,147,218,292,0.9278,0.0,0.8931,ready,False,0,False
BH-EAR-008-043,HIVE-008,ESP32-1008,2026-02-21T10:00:00,45,20,0.1815,early_stage_healthy,wet,humid_rain,27.55,84.22,89,115,167,207,0.1892,0.0683,0.2084,not_ready,False,1,False
BH-HIG-052-056,HIVE-052,ESP32-1052,2026-03-29T00:00:00,120,35,0.7863,high_gas_stress,wet,humid_rain,31.84,78.71,245,219,314,341,0.808,0.5964,0.4012,approaching,False,4,True
BH-HIG-046-063,HIVE-046,ESP32-1046,2026-03-01T14:00:00,143,29,0.9659,high_humidity_fermentation_risk,wet,post_rain,28.45,93.98,153,152,244,280,0.9126,0.6191,0.4813,approaching,False,1,True
BH-ENV-063-022,HIVE-063,ESP32-1063,2026-03-30T04:00:00,125,18,0.6826,environmentally_unstable,inter_monsoon,humid_rain,32.44,65.25,133,122,277,297,0.6599,0.2591,0.514,approaching,False,1,False
BH-LAT-026-085,HIVE-026,ESP32-1026,2026-03-30T18:00:00,142,51,1.0,late_stage_nearly_ready,dry,midday_heat,31.91,63.81,148,139,238,262,0.9668,0.0,0.9277,ready,False,0,False
BH-LAT-028-048,HIVE-028,ESP32-1028,2026-02-01T08:00:00,95,24,0.796,late_stage_nearly_ready,inter_monsoon,cloudy_stable,30.72,71.13,133,122,209,271,0.79,0.0,0.7746,nearly_ready,False,0,False
BH-EAR-006-013,HIVE-006,ESP32-1006,2026-02-12T06:00:00,20,6,0.1821,early_stage_healthy,wet,storm_front,27.19,79.31,99,98,125,225,0.1065,0.0,0.1728,not_ready,False,0,False
BH-LAT-022-026,HIVE-022,ESP32-1022,2026-03-07T04:00:00,124,17,0.69,late_stage_nearly_ready,dry,midday_heat,32.94,53.22,149,151,228,270,0.7761,0.1199,0.6959,nearly_ready,False,0,False
BH-ENV-059-089,HIVE-059,ESP32-1059,2026-01-25T18:00:00,142,32,0.6595,environmentally_unstable,inter_monsoon,humid_rain,31.9,81.31,218,210,216,356,0.7249,0.5389,0.3602,approaching,False,4,True
BH-EAR-006-072,HIVE-006,ESP32-1006,2026-02-27T00:00:00,37,23,0.3869,early_stage_healthy,wet,humid_rain,27.92,79.27,91,99,132,199,0.2778,0.0,0.3234,not_ready,False,0,False
BH-EAR-007-060,HIVE-007,ESP32-1007,2026-03-25T12:00:00,54,27,0.5179,early_stage_healthy,inter_monsoon,stable_clear,31.15,74.54,102,95,198,253,0.3122,0.0,0.3474,not_ready,False,0,False
BH-EAR-001-040,HIVE-001,ESP32-1001,2026-02-07T04:00:00,53,29,0.2914,early_stage_healthy,wet,humid_rain,28.69,77.62,87,103,156,210,0.2307,0.0,0.2808,not_ready,False,0,False
BH-LAT-022-059,HIVE-022,ESP32-1022,2026-03-15T10:00:00,140,35,0.7678,late_stage_nearly_ready,dry,stable_clear,32.37,55.86,149,158,244,267,0.8728,0.0296,0.8304,ready,False,0,False
BH-LAT-037-079,HIVE-037,ESP32-1037,2026-04-21T02:00:00,165,47,1.0,late_stage_ready,inter_monsoon,cloudy_stable,31.04,66.4,161,197,256,288,1.0,0.0,0.959,ready,False,1,False
BH-MID-018-072,HIVE-018,ESP32-1018,2026-04-02T08:00:00,94,36,0.5625,mid_stage_stable,inter_monsoon,humid_rain,32.91,70.56,121,122,196,237,0.5378,0.0176,0.5416,approaching,False,0,False
BH-EAR-009-004,HIVE-009,ESP32-1009,2026-02-10T20:00:00,28,12,0.2427,early_stage_healthy,wet,humid_rain,29.43,75.07,86,118,176,208,0.1737,0.0,0.232,not_ready,False,0,False
BH-MID-018-011,HIVE-018,ESP32-1018,2026-03-18T02:00:00,71,9,0.3104,mid_stage_stable,inter_monsoon,post_rain,31.06,72.14,107,119,174,238,0.3803,0.0,0.4122,approaching,False,0,False
BH-LAT-034-003,HIVE-034,ESP32-1034,2026-03-29T02:00:00,133,13,0.8091,late_stage_ready,dry,midday_heat,35.04,51.65,144,159,224,304,0.9093,0.2256,0.755,nearly_ready,False,1,False
BH-EAR-003-008,HIVE-003,ESP32-1003,2026-03-14T00:00:00,41,11,0.1623,early_stage_healthy,wet,cloudy_stable,27.83,73.99,102,71,145,183,0.1788,0.0,0.236,not_ready,False,0,False
BH-LAT-029-059,HIVE-029,ESP32-1029,2026-03-04T18:00:00,112,25,0.6453,late_stage_nearly_ready,dry,midday_heat,33.29,57.11,152,143,223,258,0.759,0.0618,0.7117,nearly_ready,False,0,False
BH-LAT-031-000,HIVE-031,ESP32-1031,2026-02-07T00:00:00,134,14,0.9487,late_stage_ready,dry,stable_clear,30.71,62.88,142,166,223,250,0.9683,0.0,0.9303,ready,False,0,False
BH-ENV-059-077,HIVE-059,ESP32-1059,2026-01-22T18:00:00,141,29,0.6316,environmentally_unstable,inter_monsoon,post_rain,32.24,79.97,206,189,188,338,0.6748,0.4625,0.3584,approaching,False,3,True
BH-ENV-064-036,HIVE-064,ESP32-1064,2026-02-06T08:00:00,121,21,0.6287,environmentally_unstable,inter_monsoon,post_rain,32.19,88.94,192,211,309,293,0.6588,0.6262,0.2533,not_ready,False,4,True
BH-MID-018-029,HIVE-018,ESP32-1018,2026-03-22T14:00:00,77,22,0.3615,mid_stage_stable,inter_monsoon,stable_clear,31.51,65.34,95,107,172,216,0.4796,0.0,0.5013,approaching,False,0,False
BH-LAT-031-023,HIVE-031,ESP32-1031,2026-02-12T18:00:00,138,17,0.9618,late_stage_ready,dry,stable_clear,31.27,60.62,157,190,239,263,1.0,0.0,0.9589,ready,False,1,False
BH-HIG-058-052,HIVE-058,ESP32-1058,2026-01-29T04:00:00,103,35,0.9907,high_gas_stress,wet,cloudy_stable,31.5,78.05,189,184,320,326,0.8807,0.5512,0.4876,approaching,False,4,True
BH-MID-011-027,HIVE-011,ESP32-1011,2026-04-13T06:00:00,92,26,0.582,mid_stage_stable,dry,midday_heat,34.18,62.82,127,98,178,270,0.5641,0.1215,0.5086,approaching,False,1,False
BH-LAT-032-047,HIVE-032,ESP32-1032,2026-03-27T10:00:00,119,21,0.9386,late_stage_ready,inter_monsoon,stable_clear,30.55,59.75,160,137,241,271,0.9534,0.0,0.9179,ready,False,0,False
BH-MID-014-001,HIVE-014,ESP32-1014,2026-03-29T14:00:00,72,12,0.5409,mid_stage_stable,inter_monsoon,post_rain,28.84,69.33,126,112,164,236,0.5485,0.0,0.5611,approaching,False,0,False
BH-ENV-064-038,HIVE-064,ESP32-1064,2026-02-06T20:00:00,123,29,0.6426,environmentally_unstable,inter_monsoon,humid_rain,32.03,88.36,178,199,294,298,0.7036,0.5718,0.323,not_ready,False,3,True
BH-ENV-062-085,HIVE-062,ESP32-1062,2026-04-08T10:00:00,101,33,0.8676,environmentally_unstable,inter_monsoon,humid_rain,34.28,66.8,135,175,217,280,0.7756,0.3489,0.5666,approaching,False,1,False
BH-ENV-062-008,HIVE-062,ESP32-1062,2026-03-20T04:00:00,82,14,0.7964,environmentally_unstable,inter_monsoon,storm_front,35.32,66.31,148,193,269,314,0.7302,0.6242,0.3179,not_ready,False,3,True
BH-EAR-005-037,HIVE-005,ESP32-1005,2026-05-03T06:00:00,67,31,0.2664,early_stage_healthy,inter_monsoon,stable_clear,29.09,71.06,44,74,109,208,0.2617,0.0,0.3093,not_ready,False,0,False
BH-LAT-021-058,HIVE-021,ESP32-1021,2026-01-22T00:00:00,106,33,0.7593,late_stage_nearly_ready,inter_monsoon,stable_clear,30.17,68.74,128,119,232,276,0.8136,0.0,0.7948,nearly_ready,False,0,False
BH-LAT-024-079,HIVE-024,ESP32-1024,2026-05-03T22:00:00,110,42,0.7709,late_stage_nearly_ready,dry,midday_heat,35.69,52.23,152,136,224,261,0.7866,0.4766,0.4497,approaching,False,1,True
BH-ENV-059-013,HIVE-059,ESP32-1059,2026-01-06T18:00:00,122,13,0.4513,environmentally_unstable,inter_monsoon,midday_heat,36.07,74.14,199,203,204,371,0.5882,0.767,0.1133,not_ready,False,4,True
BH-LAT-021-060,HIVE-021,ESP32-1021,2026-01-22T12:00:00,107,34,0.7727,late_stage_nearly_ready,inter_monsoon,cloudy_stable,30.01,68.65,132,125,227,275,0.8377,0.003,0.8152,ready,False,0,False
BH-HIG-045-052,HIVE-045,ESP32-1045,2026-01-26T04:00:00,121,31,0.9647,high_humidity_fermentation_risk,inter_monsoon,stable_clear,33.09,94.55,132,129,227,305,0.8946,0.6484,0.4472,approaching,False,1,True
BH-EAR-001-072,HIVE-001,ESP32-1001,2026-02-15T04:00:00,66,43,0.3961,early_stage_healthy,wet,post_rain,28.41,75.17,83,111,160,200,0.2883,0.0,0.3328,not_ready,False,0,False
BH-HIG-053-067,HIVE-053,ESP32-1053,2026-05-15T14:00:00,99,18,0.869,high_gas_stress,inter_monsoon,stable_clear,32.45,73.79,184,190,262,310,0.8352,0.516,0.4697,approaching,False,3,True
BH-LAT-021-042,HIVE-021,ESP32-1021,2026-01-18T00:00:00,99,29,0.6872,late_stage_nearly_ready,inter_monsoon,post_rain,29.97,70.53,140,115,231,291,0.7512,0.0,0.7393,nearly_ready,False,0,False
BH-LAT-030-060,HIVE-030,ESP32-1030,2026-04-30T12:00:00,154,40,0.9804,late_stage_ready,inter_monsoon,post_rain,30.58,69.97,159,155,260,288,1.0,0.0,0.9596,ready,False,0,False
BH-EAR-003-028,HIVE-003,ESP32-1003,2026-03-19T00:00:00,50,19,0.228,early_stage_healthy,wet,humid_rain,27.45,78.75,115,83,157,177,0.1925,0.0,0.2486,not_ready,False,0,False
BH-LAT-031-069,HIVE-031,ESP32-1031,2026-02-24T06:00:00,152,35,0.9812,late_stage_ready,dry,stable_clear,31.9,59.94,164,180,243,267,1.0,0.0,0.9594,ready,False,1,False
BH-ENV-063-038,HIVE-063,ESP32-1063,2026-04-03T04:00:00,131,24,0.7124,environmentally_unstable,inter_monsoon,cloudy_stable,32.29,71.77,141,110,293,273,0.7106,0.2109,0.5855,approaching,False,1,False
BH-MID-015-067,HIVE-015,ESP32-1015,2026-04-24T22:00:00,92,39,0.5915,mid_stage_stable,dry,stable_clear,34.18,61.02,128,109,177,241,0.5956,0.1101,0.5414,approaching,False,1,False
BH-HIG-045-042,HIVE-045,ESP32-1045,2026-01-23T16:00:00,115,32,0.9057,high_humidity_fermentation_risk,inter_monsoon,stable_clear,32.69,86.98,121,117,206,288,0.8505,0.3864,0.6149,nearly_ready,False,1,False
BH-MID-017-051,HIVE-017,ESP32-1017,2026-03-05T14:00:00,103,27,0.6071,mid_stage_stable,inter_monsoon,stable_clear,32.02,66.16,130,92,183,234,0.6166,0.0,0.6223,nearly_ready,False,0,False
BH-ENV-060-068,HIVE-060,ESP32-1060,2026-04-28T12:00:00,142,39,0.738,environmentally_unstable,inter_monsoon,humid_rain,33.32,84.81,207,140,277,276,0.7457,0.5995,0.3419,not_ready,False,3,True
BH-LAT-037-000,HIVE-037,ESP32-1037,2026-04-01T08:00:00,135,8,0.8276,late_stage_ready,inter_monsoon,stable_clear,30.21,60.55,140,170,232,261,0.9272,0.0,0.8941,ready,False,0,False
BH-EAR-003-062,HIVE-003,ESP32-1003,2026-03-27T12:00:00,72,50,0.3602,early_stage_healthy,wet,storm_front,27.54,79.91,122,85,158,206,0.3104,0.0,0.3517,approaching,False,0,False
BH-LAT-024-070,HIVE-024,ESP32-1024,2026-05-01T16:00:00,107,42,0.7866,late_stage_nearly_ready,dry,cloudy_stable,34.06,58.22,153,139,235,260,0.7818,0.1611,0.6786,nearly_ready,False,1,False
BH-MID-011-016,HIVE-011,ESP32-1011,2026-04-10T12:00:00,87,15,0.5611,mid_stage_stable,dry,midday_heat,34.64,62.08,119,91,191,281,0.5883,0.1715,0.5023,approaching,False,1,False
BH-LAT-025-005,HIVE-025,ESP32-1025,2026-04-23T14:00:00,90,8,0.6309,late_stage_nearly_ready,dry,stable_clear,33.57,63.94,130,149,232,247,0.6878,0.1197,0.6188,nearly_ready,False,1,False
BH-EAR-004-065,HIVE-004,ESP32-1004,2026-02-06T22:00:00,62,44,0.3649,early_stage_healthy,wet,humid_rain,28.21,81.0,100,93,132,215,0.2847,0.0,0.33,not_ready,False,1,False
BH-ENV-063-014,HIVE-063,ESP32-1063,2026-03-28T04:00:00,123,18,0.6447,environmentally_unstable,inter_monsoon,post_rain,35.89,73.05,155,128,288,285,0.7038,0.6391,0.287,not_ready,False,2,True
BH-LAT-038-035,HIVE-038,ESP32-1038,2026-04-25T02:00:00,145,26,0.9129,late_stage_overheated,dry,stable_clear,36.1,60.81,155,158,238,328,0.9126,0.685,0.4446,approaching,False,2,True
BH-ENV-060-079,HIVE-060,ESP32-1060,2026-05-01T06:00:00,145,42,0.7732,environmentally_unstable,inter_monsoon,stable_clear,37.34,71.66,222,140,296,288,0.7423,0.7334,0.2677,not_ready,False,3,True
BH-MID-010-064,HIVE-010,ESP32-1010,2026-02-18T12:00:00,112,36,0.7918,mid_stage_stable,inter_monsoon,cloudy_stable,32.96,72.51,108,117,202,256,0.6725,0.0174,0.6607,nearly_ready,False,0,False
BH-EAR-005-032,HIVE-005,ESP32-1005,2026-05-02T00:00:00,64,29,0.2395,early_stage_healthy,inter_monsoon,stable_clear,29.59,74.34,60,73,129,197,0.1913,0.0,0.2473,not_ready,False,0,False
BH-MID-014-051,HIVE-014,ESP32-1014,2026-04-11T02:00:00,83,29,0.6641,mid_stage_stable,inter_monsoon,stable_clear,29.57,63.75,123,111,158,235,0.6279,0.0,0.6321,nearly_ready,False,0,False
BH-ENV-061-005,HIVE-061,ESP32-1061,2026-01-08T06:00:00,117,11,0.6826,environmentally_unstable,dry,midday_heat,35.43,70.9,202,214,284,296,0.6363,0.7424,0.1615,not_ready,False,4,True
BH-EAR-002-056,HIVE-002,ESP32-1002,2026-01-21T20:00:00,73,35,0.2482,early_stage_healthy,inter_monsoon,post_rain,30.54,72.27,97,93,159,176,0.211,0.0,0.2649,not_ready,False,0,False
BH-MID-018-070,HIVE-018,ESP32-1018,2026-04-01T20:00:00,93,39,0.5378,mid_stage_stable,inter_monsoon,cloudy_stable,32.89,66.14,112,114,181,235,0.5232,0.0,0.5396,approaching,False,0,False
BH-EAR-005-045,HIVE-005,ESP32-1005,2026-05-05T06:00:00,71,33,0.2765,early_stage_healthy,inter_monsoon,stable_clear,28.78,71.53,52,74,108,184,0.2314,0.0,0.2832,not_ready,False,0,False
BH-ENV-059-026,HIVE-059,ESP32-1059,2026-01-10T00:00:00,125,22,0.4518,environmentally_unstable,inter_monsoon,humid_rain,32.49,80.58,186,197,184,332,0.5821,0.5242,0.2404,not_ready,False,4,True
BH-MID-013-048,HIVE-013,ESP32-1013,2026-04-02T16:00:00,100,36,0.4435,mid_stage_stable,inter_monsoon,stable_clear,30.42,62.46,99,109,159,223,0.5265,0.0,0.5421,approaching,False,0,False
BH-EAR-001-064,HIVE-001,ESP32-1001,2026-02-13T04:00:00,64,34,0.3815,early_stage_healthy,wet,post_rain,28.59,75.18,87,113,167,213,0.2878,0.0,0.3325,not_ready,False,0,False
BH-LAT-021-081,HIVE-021,ESP32-1021,2026-01-27T18:00:00,113,37,0.7898,late_stage_nearly_ready,inter_monsoon,humid_rain,28.74,71.31,152,133,250,298,0.7863,0.0129,0.7619,nearly_ready,False,0,False
BH-MID-016-018,HIVE-016,ESP32-1016,2026-02-04T12:00:00,53,12,0.5346,mid_stage_stable,dry,stable_clear,32.97,67.01,138,103,180,209,0.5113,0.0,0.5284,approaching,False,0,False
BH-EAR-006-069,HIVE-006,ESP32-1006,2026-02-26T06:00:00,36,22,0.3819,early_stage_healthy,wet,post_rain,28.05,77.28,91,97,142,210,0.2831,0.0,0.3284,not_ready,False,0,False
BH-EAR-003-078,HIVE-003,ESP32-1003,2026-03-31T12:00:00,76,48,0.3786,early_stage_healthy,wet,humid_rain,27.97,78.0,123,88,144,189,0.3105,0.0,0.3527,approaching,False,0,False
BH-ENV-062-027,HIVE-062,ESP32-1062,2026-03-24T22:00:00,86,18,0.8173,environmentally_unstable,inter_monsoon,humid_rain,36.51,73.83,152,190,251,317,0.7038,0.6979,0.2538,not_ready,False,2,True
BH-EAR-007-000,HIVE-007,ESP32-1007,2026-03-10T12:00:00,42,17,0.3054,early_stage_healthy,inter_monsoon,stable_clear,29.1,70.92,60,60,128,202,0.2462,0.0,0.2946,not_ready,False,0,False
BH-LAT-038-029,HIVE-038,ESP32-1038,2026-04-23T14:00:00,142,17,0.9048,late_stage_overheated,dry,midday_heat,38.19,60.47,167,175,292,329,0.9574,0.7571,0.443,approaching,False,3,True
BH-MID-016-015,HIVE-016,ESP32-1016,2026-02-03T18:00:00,52,12,0.5264,mid_stage_stable,dry,midday_heat,34.21,64.28,145,121,204,236,0.4636,0.0835,0.4414,approaching,False,1,False
BH-LAT-043-014,HIVE-043,ESP32-1043,2026-05-04T08:00:00,136,19,0.805,late_stage_overheated,dry,midday_heat,37.86,60.84,150,199,296,355,0.8899,0.763,0.3813,approaching,False,4,True
BH-LAT-030-024,HIVE-030,ESP32-1030,2026-04-21T12:00:00,133,17,0.9492,late_stage_ready,inter_monsoon,stable_clear,31.21,60.66,147,150,248,274,0.9663,0.0,0.9279,ready,False,0,False
BH-EAR-001-056,HIVE-001,ESP32-1001,2026-02-11T04:00:00,61,31,0.3642,early_stage_healthy,wet,post_rain,28.7,76.19,87,117,174,222,0.2434,0.0,0.2917,not_ready,False,0,False
BH-LAT-020-073,HIVE-020,ESP32-1020,2026-02-10T02:00:00,121,36,0.8479,late_stage_nearly_ready,dry,cloudy_stable,32.5,66.86,129,147,209,243,0.8348,0.0,0.8134,ready,False,0,False
BH-LAT-036-038,HIVE-036,ESP32-1036,2026-04-06T04:00:00,121,25,0.9138,late_stage_ready,dry,stable_clear,33.35,49.3,177,146,254,271,0.9494,0.1848,0.812,ready,False,0,False
BH-LAT-021-084,HIVE-021,ESP32-1021,2026-01-28T12:00:00,114,40,0.8142,late_stage_nearly_ready,inter_monsoon,stable_clear,30.01,67.4,145,125,241,282,0.8248,0.0,0.8036,ready,False,0,False
BH-EAR-004-076,HIVE-004,ESP32-1004,2026-02-09T16:00:00,65,46,0.3581,early_stage_healthy,wet,cloudy_stable,28.65,77.13,83,77,119,214,0.259,0.0,0.3069,not_ready,False,0,False
BH-LAT-021-016,HIVE-021,ESP32-1021,2026-01-11T12:00:00,89,14,0.633,late_stage_nearly_ready,inter_monsoon,post_rain,29.37,73.23,129,124,222,288,0.7174,0.0,0.7097,nearly_ready,False,0,False
BH-EAR-005-072,HIVE-005,ESP32-1005,2026-05-12T00:00:00,82,38,0.3518,early_stage_healthy,inter_monsoon,humid_rain,27.57,77.49,67,94,131,206,0.3198,0.0,0.3597,approaching,False,0,False
BH-EAR-002-055,HIVE-002,ESP32-1002,2026-01-21T14:00:00,72,35,0.2541,early_stage_healthy,inter_monsoon,post_rain,30.77,71.68,94,91,160,175,0.2296,0.0,0.2811,not_ready,False,0,False
BH-ENV-059-039,HIVE-059,ESP32-1059,2026-01-13T06:00:00,130,23,0.5326,environmentally_unstable,inter_monsoon,stable_clear,33.17,75.83,180,198,190,343,0.6025,0.5354,0.2503,not_ready,False,3,True
BH-LAT-036-010,HIVE-036,ESP32-1036,2026-03-30T04:00:00,114,9,0.836,late_stage_ready,dry,midday_heat,34.17,50.82,178,143,238,268,0.9467,0.2097,0.7975,nearly_ready,False,1,False
BH-LAT-026-061,HIVE-026,ESP32-1026,2026-03-24T18:00:00,134,36,0.94,late_stage_nearly_ready,dry,stable_clear,31.08,67.49,147,140,249,263,0.9377,0.0123,0.8979,ready,False,0,False
BH-MID-016-081,HIVE-016,ESP32-1016,2026-02-20T06:00:00,79,38,0.6955,mid_stage_stable,dry,midday_heat,32.72,67.87,139,107,191,221,0.583,0.0,0.5901,approaching,False,0,False
BH-EAR-006-025,HIVE-006,ESP32-1006,2026-02-15T06:00:00,23,9,0.2303,early_stage_healthy,wet,cloudy_stable,28.46,74.68,88,97,119,204,0.1837,0.0,0.2399,not_ready,False,0,False
BH-EAR-001-030,HIVE-001,ESP32-1001,2026-02-04T16:00:00,48,19,0.2663,early_stage_healthy,wet,storm_front,27.55,79.36,100,120,171,219,0.1893,0.0,0.2449,not_ready,False,0,False
BH-MID-014-026,HIVE-014,ESP32-1014,2026-04-04T20:00:00,76,17,0.573,mid_stage_stable,inter_monsoon,stable_clear,29.96,66.4,134,119,169,254,0.5365,0.0,0.547,approaching,False,0,False
BH-MID-017-007,HIVE-017,ESP32-1017,2026-02-22T14:00:00,85,16,0.4109,mid_stage_stable,inter_monsoon,cloudy_stable,31.15,70.03,120,88,179,231,0.4974,0.0,0.5174,approaching,False,0,False
BH-LAT-031-022,HIVE-031,ESP32-1031,2026-02-12T12:00:00,137,12,0.9813,late_stage_ready,dry,cloudy_stable,31.02,61.16,158,184,242,272,1.0,0.0,0.9597,ready,False,1,False
BH-HIG-056-028,HIVE-056,ESP32-1056,2026-04-29T12:00:00,114,22,0.9103,high_gas_stress,inter_monsoon,stable_clear,32.17,71.75,193,220,276,356,0.8693,0.5333,0.4906,approaching,False,4,True
BH-MID-015-016,HIVE-015,ESP32-1015,2026-04-12T04:00:00,68,11,0.5096,mid_stage_stable,dry,midday_heat,34.44,58.3,129,100,171,233,0.4877,0.158,0.4202,approaching,False,1,False
BH-LAT-028-076,HIVE-028,ESP32-1028,2026-02-08T08:00:00,103,33,0.8675,late_stage_nearly_ready,inter_monsoon,post_rain,31.36,74.21,145,130,213,293,0.8305,0.0,0.8077,ready,False,0,False
BH-MID-012-080,HIVE-012,ESP32-1012,2026-02-11T12:00:00,110,49,0.7928,mid_stage_stable,dry,cloudy_stable,33.28,70.07,109,124,189,224,0.6733,0.0122,0.6647,nearly_ready,False,0,False
